LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,Patent Url,IPC,PrimaryClass,First4level,Formatted 1st4Lvl,Filingdate1,B4,B3,B2,B1,O1,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup
2000004495,http://law.lexmachina.com/cases/24389,Luminetx Corporation v. AccuVein LLC,2:08-cv-02226,W.D.Tenn.,2008,  4/9/2008,0,8,5969754,1,5969754,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5969754,G09B 21/00 (20060101); H04N 5/225 (20060101); H04N 5/74 (20060101); H04N 007/18 (); H04N 005/208 (); H04N 005/225 (),G09B 21/00 ,G09B 21,G09B  21,4/9/2008,48,70,72,74,52,46,54,70,68,Luminetx Corporation,AccuVein LLC,3842,1,0
2000004528,http://law.lexmachina.com/cases/2000002777,"GS Cleantech Corporation v. Bushmills Ethanol, Inc.",0:10-cv-01944,D.Minn.,2010,  5/3/2010,0,8,7601858,1,7601858,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7601858,C11B 1/00 (20060101),C11B 1/00 ,C11B 1,C11B   1,5/3/2010,158,147,231,184,422,178,217,336,357,GS Cleantech Corporation,"Bushmills Ethanol, Inc.",3209,1,2
2000004545,http://law.lexmachina.com/cases/2000004545,"Mobile Micromedia Solutions, LLC v. SAAB Cars North America, Inc. et al",2:10-cv-00469,E.D.Tex.,2010, 11/8/2010,0,1,"5420931, 6470178",2,5420931,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5420931,H04R 5/02 (20060101); H04R 025/00 (),H04R 5/02,H04R 5,H04R   5,11/8/2010,289,193,201,229,282,291,225,276,261,"Mobile Micromedia Solutions, LLC","SAAB Cars North America, Inc. et al",499,0,1
2000004558,http://law.lexmachina.com/cases/2000028984,"Luv N Care, LTD. v. Koninklijke Philips Electronics N.V. et al",2:11-cv-00512,E.D.Tex.,2011,12/13/2011,0,8,"7204386,7243814,7789263,7789264,RE43077,6305570,6321931,6357620",8,7204386,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7204386,A47G 19/22 (20060101),A47G 19/22 ,A47G 19,A47G  19,12/13/2011,1220,804,1009,1019,1506,1015,1254,1203,1804,"Luv N Care, LTD.",Koninklijke Philips Electronics N.V. et al,3852,0,2
2000004561,http://law.lexmachina.com/cases/18581,InFocus Corporation v. 3M Innovative Properties Company et al,3:04-cv-00696,D.Or.,2004, 5/24/2004,1,"8, 12",5552922,1,5552922,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5552922,G02B 26/08 (20060101); G02B 005/04 (); G02B 005/08 (); G02B 026/08 (); G02B 027/10 (),G02B 26/08 ,G02B 26,G02B  26,5/24/2004,1527,1366,1402,1644,1464,1545,1566,1830,1485,InFocus Corporation,3M Innovative Properties Company et al,6856,0,1
2000004579,http://law.lexmachina.com/cases/2000004579,"Rembrandt Data Storage, LP v. Western Digital Corporation",3:10-cv-00694,W.D.Wis.,2010,11/10/2010,0,1,"5995342, 6195232",2,5995342,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5995342,G11B 5/31 (20060101); G11B 5/39 (20060101); G11B 5/17 (20060101); G11B 005/147 (); G11B 005/17 (),G11B 5/31,G11B 5,G11B   5,11/10/2010,1314,1181,1023,1001,1073,1101,946,998,1033,"Rembrandt Data Storage, LP",Western Digital Corporation,638,1,0
2000004592,http://law.lexmachina.com/cases/2000004592,Scholastic Inc. v. Webvention Holdings LLC et al,1:10-cv-00966,D.Del.,2010,11/10/2010,1,1,5251294,1,5251294,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5251294,G06Q 10/00 (20060101); G06F 015/62 (),G06Q 10/00,G06Q 10,G06Q  10,11/10/2010,3284,3142,3154,2760,3259,2833,2981,2840,3944,Scholastic Inc.,Webvention Holdings LLC et al,661,1,0
2000004604,http://law.lexmachina.com/cases/2000002226,YMAX Corporation et al v. AT&T Corp,4:10-cv-00932,N.D.Cal.,2010,  3/4/2010,1,"8, 12",6487200,1,6487200,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6487200,H04M 15/00 (20060101); H04L 12/64 (20060101); H04Q 11/04 (20060101); H04M 7/00 (20060101); H04L 12/56 (20060101); H04M 3/22 (20060101); H04L 012/64 (),H04M 15/00 ,H04M 15,H04M  15,3/4/2010,109,148,144,170,149,133,106,180,99,YMAX Corporation et al,AT&T Corp,6901,1,0
2000004609,http://law.lexmachina.com/cases/2000053872,"Thermolife International, LLC v. Spring Valley Herbs and Natural Foods, Inc.",3:13-cv-02438,S.D.Cal.,2013, 10/9/2013,0,8,"5891459,6117872",2,5891459,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5891459,A23L 1/305 (20060101); A61K 38/16 (20060101); A61K 38/04 (20060101); A61K 38/44 (20060101); A61K 45/06 (20060101); A61K 31/00 (20060101); A61K 38/43 (20060101); A61K 45/00 (20060101); A61K 31/185 (20060101); A61K 31/195 (20060101); A61K 31/198 (20060101); C12N 9/06 (20060101); A61K 38/00 (20060101); A61K 48/00 (20060101); A23L 001/305 (); A61K 009/00 (); A61K 031/195 (),A23L 1/305 ,A23L 1,A23L   1,10/9/2013,5012,3677,3446,2297,3277,3368,4826,2537,1242,"Thermolife International, LLC","Spring Valley Herbs and Natural Foods, Inc.",5487,0,11
2000004612,http://law.lexmachina.com/cases/89775,REXNORD CORPORATION v. THE LAITRAM CORPORATION,3:99-cv-00245,W.D.Wis.,2001, 12/7/2001,0,8,5634550,1,5634550,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5634550,B65G 17/06 (20060101); B65G 17/08 (20060101); B65G 17/30 (20060101); B65G 47/52 (20060101); B65G 047/26 (),B65G 17/06 ,B65G 17,B65G  17,12/7/2001,301,241,263,276,234,278,346,358,314,REXNORD CORPORATION,THE LAITRAM CORPORATION,4807,1,0
2000004616,http://law.lexmachina.com/cases/15456,"Suhor Industries, Inc. v. Sannipoli",2:07-cv-02453,D.Kan.,2007, 9/21/2007,1,9,5746030,1,5746030,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5746030,E04H 13/00 (20060101); E04H 013/00 (),E04H 13/00 ,E04H 13,E04H  13,9/21/2007,44,64,48,47,45,39,53,61,61,"Suhor Industries, Inc.",Sannipoli,6440,1,0
2000004617,http://law.lexmachina.com/cases/2000055701,"JobDiva, Inc. v. Monster Worldwide, Inc..",1:13-cv-08229,S.D.N.Y.,2013,11/18/2013,0,8,"5832497,7711573,8234221,8280823,8463715",5,5832497,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5832497,G06F 17/30 (20060101); G06Q 10/00 (20060101); G06F 017/30 (),G06F 17/30 ,G06F 17,G06F  17,11/18/2013,14321,13423,11628,13009,15299,13201,12858,13957,15975,"JobDiva, Inc.","Monster Worldwide, Inc..",3596,1,0
2000004622,http://law.lexmachina.com/cases/9901,ICC Innovative Concepts Corp et al v. Garrity Industries Inc,3:06-cv-02002,D.Conn.,2006,12/15/2006,0,8,6808290,1,6808290,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6808290,F21L 4/00 (20060101); F21L 4/02 (20060101); F21L 004/04 (),F21L 4/00 ,F21L 4,F21L   4,12/15/2006,274,229,240,271,244,257,331,281,256,ICC Innovative Concepts Corp et al,Garrity Industries Inc,3381,0,3
2000004633,http://law.lexmachina.com/cases/23454,"Furminator, Inc. v. Ontel Products Corp.",4:06-cv-01294,E.D.Mo.,2006, 8/28/2006,0,8,7077076,1,7077076,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7077076,A01K 13/00 (20060101),A01K 13/00 ,A01K 13,A01K  13,8/28/2006,100,86,89,114,76,99,79,75,83,"Furminator, Inc.",Ontel Products Corp.,3059,0,3
2000004642,http://law.lexmachina.com/cases/2000050809,"Goodman v. Nan Ya Technology Corporation, U.S.A.",3:13-cv-03397,N.D.Cal.,2013, 7/22/2013,0,9,6243315,1,6243315,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6243315,G11C 7/10 (20060101); G11C 11/407 (20060101); G11C 11/406 (20060101); G11C 11/4072 (20060101); G11C 007/00 (),G11C 7/10 ,G11C 7,G11C   7,7/22/2013,1046,1183,1057,765,834,1063,933,884,806,Goodman,"Nan Ya Technology Corporation, U.S.A.",6184,0,2
2000004647,http://law.lexmachina.com/cases/1000000776,"Sharper Image Corporation et al v. Kaz, Inc.",4:04-cv-00529,N.D.Cal.,2004,  2/9/2004,0,8,"4789801,6350417,6544485,D462430",4,4789801,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4789801,B03C 3/88 (20060101); B03C 3/38 (20060101); B03C 3/66 (20060101); B03C 3/34 (20060101); B03C 3/68 (20060101); F04D 33/00 (20060101); H02N 11/00 (20060101); H04R 23/00 (20060101); H02N 001/04 (); B03C 003/06 (); B03C 003/12 (),B03C 3/88 ,B03C 3,B03C   3,2/9/2004,488,686,554,439,399,644,425,369,434,Sharper Image Corporation et al,"Kaz, Inc.",5034,0,1
2000004649,http://law.lexmachina.com/cases/2000041057,"Automatic Manufacturing Systems, Inc. v. Primera Technology, Inc",6:12-cv-01727,M.D.Fla.,2012,11/16/2012,0,8,8013884,1,8013884,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8013884,B41J 2/325 (20060101); B41J 3/407 (20060101); B41F 17/00 (20060101),B41J 2/325 ,B41J 2,B41J   2,11/16/2012,4556,4983,3512,4147,3786,5189,3072,4108,3603,"Automatic Manufacturing Systems, Inc.","Primera Technology, Inc",1980,1,0
2000004663,http://law.lexmachina.com/cases/58182,CleanCut v. Rug Doctor et al,2:08-cv-00836,D.Utah,2008,10/30/2008,0,8,7047851,1,7047851,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7047851,B26B 13/00 (20060101),B26B 13/00 ,B26B 13,B26B  13,10/30/2008,97,110,107,116,125,87,120,145,149,CleanCut,Rug Doctor et al,2410,1,0
2000004672,http://law.lexmachina.com/cases/2000030118,One-E-Way Inc v. Harman International Industries Inc,2:12-cv-00603,C.D.Cal.,2012, 1/23/2012,0,8,7865258,1,7865258,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7865258,G06F 17/00 (20060101),G06F 17/00 ,G06F 17,G06F  17,1/23/2012,9329,10109,10705,12654,10405,11766,12349,14321,13423,One-E-Way Inc,Harman International Industries Inc,4366,0,4
2000004680,http://law.lexmachina.com/cases/89753,"LANGEMAN MANUFACTURING, LTD. v. PINNACLE WEST ENTERPRISES, INC.",3:07-cv-00411,W.D.Wis.,2007, 7/27/2007,0,8,"6284319,6875469,7014900",3,6284319,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6284319,B05D 1/32 (20060101); B05B 15/04 (20060101); B05D 001/32 (),B05D 1/32 ,B05D 1,B05D   1,7/27/2007,858,1016,871,771,870,1058,920,887,786,"LANGEMAN MANUFACTURING, LTD.","PINNACLE WEST ENTERPRISES, INC.",3718,1,0
2000004681,http://law.lexmachina.com/cases/2000042251,Nuance Communications Inc. v. Shanghai Hanxiang (Cootek) Information Technology Co. Ltd. et al,1:12-cv-01722,D.Del.,2012,12/17/2012,0,8,"6286064,7075520,7098896,7453439,7750891",5,6286064,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6286064,G06F 3/023 (20060101); G06F 003/02 (),G06F 3/023 ,G06F 3,G06F   3,12/17/2012,19701,18214,18165,20188,23791,22619,20248,23511,25064,Nuance Communications Inc.,Shanghai Hanxiang (Cootek) Information Technology Co. Ltd. et al,4313,1,0
2000004688,http://law.lexmachina.com/cases/2000004688,"IBORMEITH, LLC v. MERCEDES-BENZ USA, LLC et al",2:10-cv-05378,D.N.J.,2010,10/18/2010,0,1,6313749,1,6313749,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6313749,G08B 21/00 (20060101); G08B 21/06 (20060101); G08B 023/00 (),G08B 21/00,G08B 21,G08B  21,10/18/2010,921,809,1011,951,1047,880,1016,966,1199,"IBORMEITH, LLC","MERCEDES-BENZ USA, LLC et al",362,1,0
2000004695,http://law.lexmachina.com/cases/5591,"BEL FUSE, INC. v. HALO ELECTRONICS, INC.",2:07-cv-02168,D.N.J.,2007,  5/8/2007,0,8,5736910,1,5736910,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5736910,H01R 13/719 (20060101); H01R 13/66 (20060101); H03H 007/09 (),H01R 13/719 ,H01R 13,H01R  13,5/8/2007,3546,3821,3876,3796,3734,4040,4519,3811,4592,"BEL FUSE, INC.","HALO ELECTRONICS, INC.",2082,1,0
2000004698,http://law.lexmachina.com/cases/2000071135,"Douglas Dynamics, LLC v. Meyer Products LLC",3:14-cv-00886,W.D.Wis.,2014,12/22/2014,0,8,6928757,1,6928757,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6928757,E01H 5/06 (20060101); E01H 5/04 (20060101); E01H 005/04 (),E01H 5/06 ,E01H 5,E01H   5,12/22/2014,206,208,165,196,245,257,232,201,212,"Douglas Dynamics, LLC",Meyer Products LLC,2690,1,0
2000004717,http://law.lexmachina.com/cases/2000046299,ResMed Inc et al v. Apex Medical Corporation et al,8:13-cv-00498,C.D.Cal.,2013, 3/28/2013,0,8,"6216691,6935337,7159587,7487772,7614398,7743767,7997267",7,6216691,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6216691,A61M 16/00 (20060101); F01C 21/10 (20060101); F01C 21/00 (20060101); F04C 29/06 (20060101); F04D 29/60 (20060101); F04D 29/66 (20060101); A61M 011/00 (),A61M 16/00 ,A61M 16,A61M  16,3/28/2013,1245,1407,1322,1762,1753,1565,1499,1714,1751,ResMed Inc et al,Apex Medical Corporation et al,4795,1,0
2000004728,http://law.lexmachina.com/cases/2000044245,"SWINGAWAY SPORTS PRODUCTS, INC. v. ESCALADE INCORPORATED",3:13-cv-00024,S.D.Ind.,2013, 2/11/2013,0,8,"5795250,7914400",2,5795250,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5795250,A63B 69/00 (20060101); A63B 71/02 (20060101); A63B 069/00 (),A63B 69/00 ,A63B 69,A63B  69,2/11/2013,688,703,718,775,720,572,591,806,739,"SWINGAWAY SPORTS PRODUCTS, INC.",ESCALADE INCORPORATED,5316,1,0
2000004752,http://law.lexmachina.com/cases/2000004752,"U.S. Ethernet Innovations, LLC v. AT&T Mobility, LLC et al",4:10-cv-05254,N.D.Cal.,2010,11/19/2010,0,1,"5229313, 5299313, 5307459, 5434872, 5732094",5,5229313,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5229313,H01L 21/02 (20060101); H01L 29/417 (20060101); H01L 21/28 (20060101); H01L 29/66 (20060101); H01L 27/082 (20060101); H01L 29/423 (20060101); H01L 21/331 (20060101); H01L 29/73 (20060101); H01L 29/40 (20060101); H01L 021/265 (),H01L 21/02,H01L 21,H01L  21,11/19/2010,21886,19581,17911,20179,21968,20336,19500,22614,22434,"U.S. Ethernet Innovations, LLC","AT&T Mobility, LLC et al",768,1,2
2000004756,http://law.lexmachina.com/cases/26625,"National Electronic, et al v. U S Philips Corp",6:04-cv-00049,E.D.Tex.,2004,  2/2/2004,0,"8, 9",4789845,1,4789845,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4789845,H03H 7/48 (20060101); H03H 7/00 (20060101); H03H 007/48 (),H03H 7/48 ,H03H 7,H03H   7,2/2/2004,454,425,327,564,386,417,443,332,364,"National Electronic, et al",U S Philips Corp,7074,1,0
2000004770,http://law.lexmachina.com/cases/16629,"Cirrus Logic, Inc v. Wolfson Microelectro, et al",3:03-cv-02002,S.D.Cal.,2003, 10/9/2003,0,8,"6011501,6492928",2,6011501,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6011501,H03M 3/04 (20060101); H03M 3/00 (20060101); H03M 1/06 (20060101); H03M 001/66 (),H03M 3/04 ,H03M 3,H03M   3,10/9/2003,202,175,163,178,165,136,178,168,135,"Cirrus Logic, Inc","Wolfson Microelectro, et al",2396,1,0
2000004776,http://law.lexmachina.com/cases/2000004776,"Consolidated Work Station Computing, LLC v. Dell Inc. et al",6:10-cv-00620,E.D.Tex.,2010,11/22/2010,0,1,6823475,1,6823475,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6823475,G06F 1/18 (20060101); G06F 1/26 (20060101); G06F 011/16 (); G06F 001/26 (),G06F 1/18,G06F 1,G06F   1,11/22/2010,4109,3529,3743,3799,4670,3750,4188,4624,5490,"Consolidated Work Station Computing, LLC",Dell Inc. et al,163,1,0
2000004804,http://law.lexmachina.com/cases/13092,Joovy LLC et al v. Target Corporation,3:06-cv-00616,N.D.Tex.,2006,  4/6/2006,0,8,5622375,1,5622375,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5622375,B62B 9/28 (20060101); B62B 9/26 (20060101); B62B 9/00 (20060101); B62B 5/00 (20060101); B62B 5/08 (20060101); B62B 009/00 (),B62B 9/28 ,B62B 9,B62B   9,4/6/2006,215,141,124,98,112,158,120,124,127,Joovy LLC et al,Target Corporation,3605,1,0
2000004805,http://law.lexmachina.com/cases/2000078506,Brandt Industries Ltd et al v. Harvest International Corp,5:15-cv-04049,N.D.Iowa,2015, 6/16/2015,0,8,8061511,1,8061511,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8061511,B65G 21/20 (20060101),B65G 21/20 ,B65G 21,B65G  21,6/16/2015,372,371,475,342,356,402,602,398,569,Brandt Industries Ltd et al,Harvest International Corp,2195,1,0
2000004806,http://law.lexmachina.com/cases/2000041409,Sonic Industry v. Citizens Equity First Credit Union,1:12-cv-09457,N.D.Ill.,2012,11/27/2012,0,12,5954793,1,5954793,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5954793,G06F 17/30 (20060101); G06F 19/00 (20060101); G06F 013/00 (); G06F 015/42 (),G06F 17/30 ,G06F 17,G06F  17,11/27/2012,12654,10405,11766,12349,14321,13423,11628,13009,15299,Sonic Industry,Citizens Equity First Credit Union,6559,1,0
2000004811,http://law.lexmachina.com/cases/10288,"Sound Around Inc. v. Audiobahn, Inc. et al",1:07-cv-00773,E.D.N.Y.,2007, 2/23/2007,1,"8, 9",6656000,1,6656000,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6656000,H01R 4/36 (20060101); H01R 4/28 (20060101); H01R 9/24 (20060101); H01R 011/09 (),H01R 4/36 ,H01R 4,H01R   4,2/23/2007,606,732,742,828,710,862,733,957,810,Sound Around Inc.,"Audiobahn, Inc. et al",7121,1,0
2000004814,http://law.lexmachina.com/cases/18195,"Patchlink Corporation v. Shavlik Technologies, LLC",2:07-cv-00021,D.Ariz.,2007,  1/4/2007,0,8,6990660,1,6990660,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6990660,G06F 9/44 (20060101),G06F 9/44 ,G06F 9,G06F   9,1/4/2007,5089,4785,4839,5052,4687,4580,4933,5366,5328,Patchlink Corporation,"Shavlik Technologies, LLC",4500,1,0
2000004817,http://law.lexmachina.com/cases/2000027324,"Essociate, Inc. v. Azoogle.com, Inc. et al",3:11-cv-00727,W.D.Wis.,2011,10/21/2011,0,8,6804660,1,6804660,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6804660,G06Q 30/00 (20060101); G06F 017/60 (),G06Q 30/00 ,G06Q 30,G06Q  30,10/21/2011,4048,3766,3844,4368,4589,4397,4975,5256,4989,"Essociate, Inc.","Azoogle.com, Inc. et al",2871,1,1
2000004842,http://law.lexmachina.com/cases/2000004842,"Ewinwin, Inc. v. Groupon, Inc.",8:10-cv-02678,M.D.Fla.,2010, 12/1/2010,0,4,"7124099,7181419,7689469,6269343,7693748,7899707",6,6269343,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6269343,G06Q 30/00 (20060101); G06F 017/60 (),G06Q 30/00,G06Q 30,G06Q  30,12/1/2010,3786,3725,3835,3648,4048,3766,3844,4368,4589,"Ewinwin, Inc.","Groupon, Inc.",875,1,0
2000004846,http://law.lexmachina.com/cases/39,Intergraph Corp v. Intel Corporation,2:01-cv-00160,E.D.Tex.,2001, 7/30/2001,0,8,"5560028,5794003",2,5560028,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5560028,G06F 9/38 (20060101); G06F 009/00 (); G06F 009/38 (),G06F 9/38 ,G06F 9,G06F   9,7/30/2001,5121,5339,5577,5856,4980,5821,5440,5717,5930,Intergraph Corp,Intel Corporation,3493,1,0
2000004856,http://law.lexmachina.com/cases/2000051796,Reckitt Benckiser Pharmaceuticals Inc. et al v. Par Pharmaceutical Inc. et al,1:13-cv-01461,D.Del.,2013, 8/20/2013,0,8,"8017150,8475832,8603514",3,8017150,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=8017150,A61K 9/14 (20060101),A61K 9/14 ,A61K 9,A61K   9,8/20/2013,7675,9229,8198,8570,8307,10662,9499,8523,8561,Reckitt Benckiser Pharmaceuticals Inc. et al,Par Pharmaceutical Inc. et al,4772,1,0
2000004871,http://law.lexmachina.com/cases/2000004871,Cincinnati Bell Inc. v. Traffic Information LLC,3:10-cv-01453,D.Or.,2010,11/24/2010,1,5,"6466862, 6785606",2,6466862,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6466862,G08G 1/0962 (20060101); G01S 005/02 (),G08G 1/0962,G08G 1,G08G   1,11/24/2010,2390,2173,2114,2190,2539,2231,2236,2455,3067,Cincinnati Bell Inc.,Traffic Information LLC,1002,1,0
2000004875,http://law.lexmachina.com/cases/2000002387,"Childrens Network, LLC et al v. PixFusion LLC",1:10-cv-02511,S.D.N.Y.,2010, 3/19/2010,0,"8, 12","5623587,6351265",2,5623587,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5623587,G06T 15/70 (20060101); G06F 015/00 (),G06T 15/70 ,G06T 15,G06T  15,3/19/2010,660,594,586,587,501,557,562,624,587,"Childrens Network, LLC et al",PixFusion LLC,6837,1,0
2000004907,http://law.lexmachina.com/cases/2000004488,"Rekluse Motor Sports, Inc. v. Drussel Wilfley Design, LLC",1:10-cv-00537,D.Idaho,2010, 11/1/2010,1,8,7810624,1,7810624,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7810624,F16D 43/08 (20060101),F16D 43/08 ,F16D 43,F16D  43,11/1/2010,56,94,75,98,78,109,77,94,99,"Rekluse Motor Sports, Inc.","Drussel Wilfley Design, LLC",4787,1,0
2000004920,http://law.lexmachina.com/cases/2000032077,"Mobileye, Inc. et al v. Picitup Corp. et al",1:12-cv-01994,S.D.N.Y.,2012, 3/16/2012,0,8,"6704621,7113867,8082101,6074621",4,6704621,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6704621,G01S 11/12 (20060101); G01S 11/00 (20060101); G01S 5/16 (20060101); G01S 5/00 (20060101); G06F 007/00 (),G01S 11/12 ,G01S 11,G01S  11,3/16/2012,58,80,87,110,73,79,51,108,102,"Mobileye, Inc. et al",Picitup Corp. et al,4094,1,0
2000004939,http://law.lexmachina.com/cases/16216,"Tarantino, et al v. Ocean Traps Intl, et al",3:00-cv-00851,S.D.Cal.,2000, 4/26/2000,0,"8, 9","4611424,4790103",2,4611424,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=4611424,A01K 69/00 (20060101); A01K 69/08 (20060101); A01K 069/08 (),A01K 69/00 ,A01K 69,A01K  69,4/26/2000,19,24,23,20,41,11,36,14,12,"Tarantino, et al","Ocean Traps Intl, et al",7138,1,0
2000004942,http://law.lexmachina.com/cases/2000004942,"Effectively Illuminated Pathways LLC v. Lowes Home Centers, Inc.",2:10-cv-00539,E.D.Tex.,2010, 12/9/2010,0,1,6580228,1,6580228,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6580228,H01L 25/075 (20060101); H05B 037/00 (),H01L 25/075,H01L 25,H01L  25,12/9/2010,1148,1302,1182,1193,1429,1441,1384,1685,1553,Effectively Illuminated Pathways LLC,"Lowes Home Centers, Inc.",266,1,0
2000004948,http://law.lexmachina.com/cases/6676,"SANDIA CORPORATION, et al v. ION TRACK INSTR. LLC, et al",3:02-cv-01692,D.N.J.,2002, 4/12/2002,0,8,"5854431,6085601",2,5854431,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5854431,G01N 1/22 (20060101); G01N 1/40 (20060101); G01N 1/28 (20060101); G01N 001/00 (),G01N 1/22 ,G01N 1,G01N   1,4/12/2002,2041,1672,1935,1790,1696,1933,2893,1603,2123,"SANDIA CORPORATION, et al","ION TRACK INSTR. LLC, et al",4912,1,0
2000004967,http://law.lexmachina.com/cases/2000040360,The Litebook Company Ltd v. Genexus LLC,2:12-cv-09221,C.D.Cal.,2012,10/26/2012,0,8,6875225,1,6875225,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6875225,A61N 5/06 (20060101); A61M 21/00 (20060101); A61N 033/00 (),A61N 5/06 ,A61N 5,A61N   5,10/26/2012,1111,1090,1123,1130,1230,1187,1060,1103,1301,The Litebook Company Ltd,Genexus LLC,5456,1,1
2000004985,http://law.lexmachina.com/cases/10994,"SAMSUNG SDI CO., LTD. v. MATSUSHITA ELECTRONICS INDUSTRIAL CO., LTD. et al",2:05-cv-01680,W.D.Pa.,2005, 12/5/2005,0,8,"6674237,6828731,6884142",3,6674237,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6674237,H01J 17/06 (20060101); H01J 17/04 (20060101); H01J 17/49 (20060101); H01J 9/02 (20060101); H01J 017/49 (),H01J 17/06 ,H01J 17,H01J  17,12/5/2005,1057,641,649,465,668,573,443,494,620,"SAMSUNG SDI CO., LTD.","MATSUSHITA ELECTRONICS INDUSTRIAL CO., LTD. et al",4910,1,0
2000004991,http://law.lexmachina.com/cases/2000004991,"American Imaging Cartridge, LLC et al v. Roman et al",8:10-cv-02789,M.D.Fla.,2010,12/14/2010,0,5,"6701107,7068954,7106993,7136607,7136608,7174123,7187874,7362988,7447464,7512360,7551859",11,6701107,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6701107,G03G 21/18 (20060101); G03G 015/00 (),G03G 21/18,G03G 21,G03G  21,12/14/2010,1352,1683,1193,1465,1585,1700,1365,1485,1436,"American Imaging Cartridge, LLC et al",Roman et al,935,1,0
2000004993,http://law.lexmachina.com/cases/13356,"Advanced Polymer Technology Inc. v. Weaver Manufacturing, LLC et al",1:03-cv-00377,W.D.Mich.,2003,  6/9/2003,0,8,"5704656,5961155",2,5704656,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=5704656,F16L 5/02 (20060101); F16L 035/00 (),F16L 5/02 ,F16L 5,F16L   5,6/9/2003,104,186,139,123,194,119,146,153,144,Advanced Polymer Technology Inc.,"Weaver Manufacturing, LLC et al",1643,1,0
2000004999,http://law.lexmachina.com/cases/2000003220,Frontier Communications Corporation v. Google Inc.,1:10-cv-00545,D.Del.,2010, 6/22/2010,0,8,7742468,1,7742468,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=7742468,H04L 12/66 (20060101); H04M 1/64 (20060101); G06F 7/04 (20060101),H04L 12/66 ,H04L 12,H04L  12,6/22/2010,9571,9307,10409,9064,10159,9294,11665,9584,10255,Frontier Communications Corporation,Google Inc.,3046,1,0
2000005000,http://law.lexmachina.com/cases/2000005000,Mayfair Wireless LLC v. Cisco Systems Inc. et al,1:10-cv-01102,D.Del.,2010,12/15/2010,0,1,6587441,1,6587441,http://patft.uspto.gov/netacgi/nph-Parser?patentnumber=6587441,H04L 1/16 (20060101); H04L 1/18 (20060101); H04L 29/06 (20060101); H04L 12/56 (20060101); H04B 007/00 (),H04L 1/16,H04L 1,H04L   1,12/15/2010,2150,2171,2356,2188,2377,2167,2442,2447,2530,Mayfair Wireless LLC,Cisco Systems Inc. et al,470,0,2
